Date,Configuration,Customer Postcode,Store Postcode,Retail Price,month
1/1/2013 4:53,320,W1P 9LG,SW1P 3AU,545,1
1/1/2013 5:15,215,TW9 3AH,SW18 1NN,585,1
1/1/2013 5:26,167,KT6 4AG,SW18 1NN,535,1
1/1/2013 5:28,291,NW1 8QR,NW5 2QH,510,1
1/1/2013 5:32,218,SW4 7EX,SW1V 4QQ,395,1
1/1/2013 5:38,345,W1T 7QJ,SW1V 4QQ,500,1
1/1/2013 5:43,311,W1D 5BH,NW5 2QH,615,1
1/1/2013 5:46,175,SE1 1NA,SW1P 3AU,515,1
1/1/2013 5:47,1,E1 6NU,E2 0RY,370,1
1/1/2013 5:58,222,SW16 6LQ,SW18 1NN,455,1
1/1/2013 6:00,199,SW19 2BH,CR7 8LE,560,1
1/1/2013 6:08,7,W1T 1TA,SW1P 3AU,490,1
1/1/2013 6:22,301,W1P 5DA,SW1P 3AU,510,1
1/1/2013 6:24,159,N1 6BU,NW5 2QH,490,1
1/1/2013 6:24,317,E13 9AR,E7 8NW,535,1
1/1/2013 6:31,2,EC1R 3AN,NW5 2QH,320,1
1/1/2013 6:45,213,SW7 4SS,SW1V 4QQ,525,1
1/1/2013 6:49,163,NW5 1SP,N3 1DH,455,1
1/1/2013 6:56,357,SW7 4SS,SW1V 4QQ,605,1
1/1/2013 6:56,289,W1B 5QH,SW1P 3AU,470,1
1/1/2013 7:02,213,SE1 2JX,E2 0RY,525,1
1/1/2013 7:04,51,W1F 9QP,SW1V 4QQ,460,1
1/1/2013 7:06,339,EC4R 0AT,E2 0RY,560,1
1/1/2013 7:14,23,WC2R 3LD,SW1V 4QQ,515,1
1/1/2013 7:19,176,NW6 7JR,W10 6HQ,465,1
1/1/2013 7:26,354,SE10 8RT,SE8 3JD,495,1
1/1/2013 7:32,195,W2 1HB,W10 6HQ,480,1
1/1/2013 7:49,202,WC1N 3NB,SW1P 3AU,370,1
1/1/2013 7:52,313,EC1Y 8JH,SE1 2BN,475,1
1/1/2013 8:11,348,N13 4JD,N3 1DH,490,1
1/1/2013 8:13,311,WC2R 3JJ,SW1P 3AU,615,1
1/1/2013 8:21,176,W1H 1DG,SW1V 4QQ,465,1
1/1/2013 8:23,57,EC1A 9LB,SE1 2BN,400,1
1/1/2013 8:24,363,N1 9HS,NW5 2QH,565,1
1/1/2013 8:29,294,WC2N 6NE,SE1 2BN,480,1
1/1/2013 8:30,197,W1H 5HE,W10 6HQ,500,1
1/1/2013 8:32,159,WC1N 3LZ,SW1V 4QQ,490,1
1/1/2013 8:38,302,SE1 0LH,SE1 2BN,460,1
1/1/2013 8:40,306,EC2A 2ER,E2 0RY,445,1
1/1/2013 8:45,14,SW4 6DZ,SW12 9HD,360,1
1/1/2013 8:50,167,SE1 8NY,SW1V 4QQ,535,1
1/1/2013 9:03,348,W1P 3RE,NW5 2QH,490,1
1/1/2013 9:18,292,W1W 5QU,SW1V 4QQ,460,1
1/1/2013 9:24,15,EC1R 0DY,SW1P 3AU,470,1
1/1/2013 9:27,340,E1 8EN,SW1P 3AU,510,1
1/1/2013 9:51,337,EC2A 2ER,SW1P 3AU,520,1
1/1/2013 9:52,296,SW11 2JU,SW1V 4QQ,540,1
1/1/2013 9:53,29,SE1 0LH,SW1V 4QQ,435,1
1/1/2013 10:03,308,SW14 7QR,W4 3PH,485,1
1/1/2013 10:06,11,W8 7LN,SW1V 4QQ,390,1
1/1/2013 10:06,360,KT1 3DS,KT2 5AU,615,1
1/1/2013 10:06,68,SE16 2HB,SE1 2BN,435,1
1/1/2013 10:30,352,W4 5TF,W10 6HQ,570,1
1/1/2013 10:39,310,E1 8AH,E2 0RY,505,1
1/1/2013 10:45,55,SE1 0LH,SW1P 3AU,540,1
1/1/2013 10:55,299,SE25 6NJ,SW12 9HD,490,1
1/1/2013 10:56,357,W1W 6PS,SW1V 4QQ,605,1
1/1/2013 10:57,311,W1T 3PG,NW5 2QH,615,1
1/1/2013 11:00,299,EC4A 4AB,SW1V 4QQ,490,1
1/1/2013 11:09,201,NW1 8QU,W10 6HQ,420,1
1/1/2013 11:18,362,SW1H 0DB,SW1P 3AU,475,1
1/1/2013 11:31,56,W1W 7QL,SW1V 4QQ,490,1
1/1/2013 11:33,345,SW4 7EX,SW1P 3AU,500,1
1/1/2013 11:37,315,E15 4BQ,E2 0RY,515,1
1/1/2013 11:41,357,SE16 4QZ,E2 0RY,605,1
1/1/2013 11:48,154,W1T 2AW,NW5 2QH,320,1
1/1/2013 11:56,18,EC4Y 1DG,SW1V 4QQ,345,1
1/1/2013 12:18,209,SW11 1RU,SW1V 4QQ,465,1
1/1/2013 12:21,290,E1 4TP,SE1 2BN,420,1
1/1/2013 12:24,70,W1U 1QB,SW1P 3AU,455,1
1/1/2013 12:24,302,SE5 8RS,SW1V 4QQ,460,1
1/1/2013 12:24,362,SW1X 7NR,W10 6HQ,475,1
1/1/2013 12:27,307,E10 6AE,E7 8NW,535,1
1/1/2013 12:29,223,EC4Y 1DG,SW1V 4QQ,565,1
1/1/2013 12:29,219,NW1 4EE,NW5 2QH,485,1
1/1/2013 12:40,347,WC2E 9EB,SW1V 4QQ,540,1
1/1/2013 12:41,79,W1D 7PJ,SW1P 3AU,545,1
1/1/2013 12:45,357,N1 1HW,NW5 2QH,605,1
1/1/2013 12:51,350,WC2E 8RF,SE1 2BN,510,1
1/1/2013 13:08,362,SE23 3HE,CR7 8LE,475,1
1/1/2013 13:09,157,EC1V 4PH,NW5 2QH,430,1
1/1/2013 13:32,64,NW6 4JD,SW1P 3AU,470,1
1/1/2013 13:44,176,SE10 9NW,SE1 2BN,465,1
1/1/2013 13:54,367,W1U 1QB,SW1P 3AU,645,1
1/1/2013 14:12,319,N1 0AX,NW5 2QH,595,1
1/1/2013 14:15,320,EC3N 1AL,E2 0RY,545,1
1/1/2013 14:20,302,NW1 8XD,SW1P 3AU,460,1
1/1/2013 14:22,203,W1U 2SA,SW1V 4QQ,460,1
1/1/2013 14:23,316,EC4N 4SJ,E2 0RY,465,1
1/1/2013 14:48,315,W1P 3RE,SW1V 4QQ,515,1
1/1/2013 14:53,4,W1G 0PP,SW1P 3AU,360,1
1/1/2013 14:58,302,WC2B 5QD,SW1P 3AU,460,1
1/1/2013 15:02,301,NW3 2QE,NW5 2QH,510,1
1/1/2013 15:16,55,W1X 7FJ,SW1V 4QQ,540,1
1/1/2013 15:28,359,W2 1PU,SW1P 3AU,665,1
1/1/2013 15:29,80,W1W 7JB,SW1V 4QQ,495,1
1/1/2013 15:32,29,SE26 5HB,SW12 9HD,435,1
1/1/2013 15:35,202,W1T 6QF,NW5 2QH,370,1
1/1/2013 15:43,213,SE1 7NZ,SW1V 4QQ,525,1
1/1/2013 15:44,5,SE14 6LA,SE8 3JD,430,1
1/1/2013 15:52,292,W1H 4LQ,SW1V 4QQ,460,1
1/1/2013 15:53,58,E1W 3SP,SE1 2BN,350,1
1/1/2013 15:55,310,N1 0AX,SW1P 3AU,505,1
1/1/2013 15:59,80,SE14 6TY,E2 0RY,495,1
1/1/2013 16:03,312,N4 2DE,E2 0RY,565,1
1/1/2013 16:09,80,W1T 1HH,NW5 2QH,495,1
1/1/2013 16:14,303,SE8 4RZ,SE1 2BN,570,1
1/1/2013 16:16,65,KT2 7PX,W4 3PH,445,1
1/1/2013 16:24,357,SE26 4QY,SW12 9HD,605,1
1/1/2013 16:25,358,SE3 9LE,SE1 2BN,555,1
1/1/2013 16:29,63,SE11 4XD,SW1P 3AU,520,1
1/1/2013 16:37,199,EC1Y 8JH,SE1 2BN,560,1
1/1/2013 16:40,169,CR0 1NF,SW18 1NN,395,1
1/1/2013 16:42,167,SE1 8QA,SW1P 3AU,535,1
1/1/2013 16:42,302,SE22 8EW,SW12 9HD,460,1
1/1/2013 16:48,149,W1F 0QA,SW1V 4QQ,450,1
1/1/2013 16:57,316,W1J 7QQ,SW1P 3AU,465,1
1/1/2013 16:58,352,N1 9NL,NW5 2QH,570,1
1/1/2013 17:02,74,SW19 5BA,KT2 5AU,375,1
1/1/2013 17:03,175,W11 1PY,SW1P 3AU,515,1
1/1/2013 17:05,175,EC1V 9NU,SE1 2BN,515,1
1/1/2013 17:05,24,E1 6TD,SW1P 3AU,465,1
1/1/2013 17:06,176,EC1V 7DT,E2 0RY,465,1
1/1/2013 17:06,197,SE19 2EZ,SE8 3JD,500,1
1/1/2013 17:07,349,W1H 7PP,SW1P 3AU,560,1
1/1/2013 17:15,208,NW1 2HR,SW1V 4QQ,490,1
1/1/2013 17:16,75,SE17 1RL,SW1V 4QQ,465,1
1/1/2013 17:20,348,WC2R 2PP,SW1V 4QQ,490,1
1/1/2013 17:24,80,E1W 1AP,SE1 2BN,495,1
1/1/2013 17:25,202,E15 4NL,E2 0RY,370,1
1/1/2013 17:38,196,W1T 1DG,NW5 2QH,430,1
1/1/2013 17:45,223,SE1 2LX,E2 0RY,565,1
1/1/2013 17:46,208,W1X 7FJ,SW1P 3AU,490,1
1/1/2013 17:53,176,EC1V 7DT,SE1 2BN,465,1
1/1/2013 18:14,80,SE6 4RE,SE1 2BN,495,1
1/1/2013 18:20,308,SE19 1TQ,SW12 9HD,485,1
1/1/2013 18:46,53,W1D 4UB,SW1P 3AU,480,1
1/1/2013 19:05,163,W9 1EH,SW1P 3AU,455,1
1/1/2013 19:08,361,W1B 5QH,SW1V 4QQ,525,1
1/1/2013 19:12,349,NW1 2HR,NW5 2QH,560,1
1/1/2013 19:14,58,W1H 5HE,W10 6HQ,350,1
1/1/2013 19:32,77,EC1M 6AW,SW1P 3AU,485,1
1/1/2013 19:33,316,NW1 7NB,W10 6HQ,465,1
1/1/2013 19:34,20,EC1R 0EG,SW1P 3AU,385,1
1/1/2013 19:36,175,E14 9NS,SE1 2BN,515,1
1/1/2013 19:43,32,EC1M 6BH,SW1P 3AU,445,1
1/1/2013 19:48,173,EC3M 7AN,E2 0RY,455,1
1/1/2013 20:05,345,NW1 2DN,SW1P 3AU,500,1
1/1/2013 20:10,16,SW2 2UB,SW1V 4QQ,420,1
1/1/2013 20:12,67,E17 9NL,N17 6QA,485,1
1/1/2013 20:15,79,SE1 9EF,SW1P 3AU,545,1
1/1/2013 20:31,67,W1W 7EP,SW1P 3AU,485,1
1/1/2013 20:32,310,WC2H 9EB,SW1V 4QQ,505,1
1/1/2013 20:35,367,EC1Y 1BD,E2 0RY,645,1
1/1/2013 20:36,313,SE22 0RR,SE8 3JD,475,1
1/1/2013 20:38,78,BR3 1AG,SW12 9HD,435,1
1/1/2013 20:41,297,SE3 0QJ,SE8 3JD,450,1
1/1/2013 20:44,173,E2 8DA,SE1 2BN,455,1
1/1/2013 20:51,23,W7 3TX,KT2 5AU,515,1
1/1/2013 20:58,21,E14 8BX,E2 0RY,455,1
1/1/2013 20:58,78,SE26 4QJ,SE8 3JD,435,1
1/1/2013 21:02,291,EC4N 1SP,E2 0RY,510,1
1/1/2013 21:15,302,EC1V 9NU,SW1P 3AU,460,1
1/1/2013 21:25,345,W1D 4UB,SW1P 3AU,500,1
1/1/2013 21:26,148,SE1 8DA,SW1V 4QQ,380,1
1/1/2013 21:30,342,N2 9HR,NW5 2QH,530,1
1/1/2013 21:47,218,N5 1EA,E2 0RY,395,1
1/1/2013 22:02,304,EC4A 3JB,SW1V 4QQ,520,1
1/1/2013 22:19,290,SE20 8RZ,CR7 8LE,420,1
1/1/2013 22:27,16,W1T 7QJ,NW5 2QH,420,1
1/1/2013 22:27,19,W1P 1HJ,SW1P 3AU,435,1
1/1/2013 22:29,365,SE16 5EJ,E2 0RY,585,1
1/1/2013 22:32,297,CR0 1RG,SW18 1NN,450,1
1/1/2013 22:35,15,E1 7PT,E2 0RY,470,1
1/1/2013 22:38,358,SW8 3QH,SW12 9HD,555,1
1/1/2013 22:40,342,NW1 1HB,NW5 2QH,530,1
1/1/2013 22:47,175,SE19 2EZ,SW12 9HD,515,1
1/1/2013 22:51,357,SW1A 2DD,SW1P 3AU,605,1
1/1/2013 22:55,358,W1W 7EP,SW1P 3AU,555,1
1/1/2013 23:00,58,SW8 2TH,SE1 2BN,350,1
1/1/2013 23:05,292,W1S 2JL,SW1V 4QQ,460,1
1/1/2013 23:06,197,W1F 9QP,SW1V 4QQ,500,1
1/1/2013 23:08,355,E7 8LJ,SE8 3JD,585,1
1/1/2013 23:20,69,WC1H 8BS,NW5 2QH,505,1
1/1/2013 23:33,353,N17 6QA,N17 6QA,545,1
1/1/2013 23:43,80,E1 7RQ,E2 0RY,495,1
1/1/2013 23:47,294,W1S 1PD,SW1P 3AU,480,1
1/1/2013 23:47,346,E14 7LS,E2 0RY,450,1
1/1/2013 23:49,348,W12 9DH,SW18 1NN,490,1
1/1/2013 23:54,297,N7 9BL,NW5 2QH,450,1
1/1/2013 23:56,151,E1 7HP,E2 0RY,510,1
1/2/2013 0:10,149,E1W 1AP,SE8 3JD,450,1
1/2/2013 0:22,71,SW4 7AA,SW18 1NN,565,1
1/2/2013 0:26,317,EC1R 0DY,NW5 2QH,535,1
1/2/2013 0:29,320,SW8 1XX,SE1 2BN,545,1
1/2/2013 0:29,75,N22 6UX,N3 1DH,465,1
1/2/2013 0:33,77,SE1 9AL,SE1 2BN,485,1
1/2/2013 0:35,167,EC1V 4JP,SW1P 3AU,535,1
1/2/2013 0:56,64,E1 4TP,E2 0RY,470,1
1/2/2013 0:59,292,W1D 7HS,SW1V 4QQ,460,1
1/2/2013 1:01,210,SE17 3EW,SE1 2BN,415,1
1/2/2013 1:02,172,W1G 0PP,SW1P 3AU,385,1
1/2/2013 1:03,52,NW10 4UA,NW5 2QH,410,1
1/2/2013 1:04,344,EC4N 1SP,SE1 2BN,590,1
1/2/2013 1:11,356,W1K 4AL,SW1V 4QQ,535,1
1/2/2013 1:26,32,E1 0ND,SE1 2BN,445,1
1/2/2013 1:31,315,WC2E 8BT,SW1P 3AU,515,1
1/2/2013 1:43,298,WC2H 0HG,SW1P 3AU,400,1
1/2/2013 1:48,309,SE11 4EA,SW1P 3AU,555,1
1/2/2013 1:49,305,EC1N 7TR,SW1P 3AU,495,1
1/2/2013 1:50,291,N7 6AR,NW5 2QH,510,1
1/2/2013 1:51,26,SW8 1XX,SE1 2BN,325,1
1/2/2013 1:59,1,SE26 5QF,SE8 3JD,370,1
1/2/2013 2:00,368,SW4 6DZ,SW12 9HD,595,1
1/2/2013 2:01,309,SE1 1NH,SE1 2BN,555,1
1/2/2013 2:06,162,EC1N 8JJ,NW5 2QH,365,1
1/2/2013 2:08,299,EC4A 4DH,SE1 2BN,490,1
1/2/2013 2:16,7,EC4Y 8DT,SW1P 3AU,490,1
1/2/2013 2:16,148,N1 2DU,E2 0RY,380,1
1/2/2013 2:21,293,NW1 4EE,NW5 2QH,530,1
1/2/2013 2:36,200,EC2A 3JL,SW1P 3AU,510,1
1/2/2013 2:37,61,SE25 6EF,SE8 3JD,460,1
1/2/2013 2:37,175,SE25 4LX,CR7 8LE,515,1
1/2/2013 2:49,149,E14 8DU,E2 0RY,450,1
1/2/2013 3:03,148,W1D 6DJ,NW5 2QH,380,1
1/2/2013 3:17,360,W1W 6PS,NW5 2QH,615,1
1/2/2013 3:34,198,SW4 7SQ,SW12 9HD,450,1
1/2/2013 3:44,57,SE24 9HU,SW12 9HD,400,1
1/2/2013 3:46,207,SE19 2EZ,SW12 9HD,540,1
1/2/2013 3:47,302,SE8 3JD,SE1 2BN,460,1
1/2/2013 3:47,349,SE25 6NJ,SE8 3JD,560,1
1/2/2013 3:54,64,SE21 7BJ,SW12 9HD,470,1
1/2/2013 3:57,77,KT2 5EE,KT2 5AU,485,1
1/2/2013 3:59,61,SW19 5BA,KT2 5AU,460,1
1/2/2013 4:06,54,KT2 5AU,W4 3PH,430,1
1/2/2013 4:25,7,E14 6JP,SE8 3JD,490,1
1/2/2013 4:32,63,SW13 9LW,W4 3PH,520,1
1/2/2013 4:59,211,EC2A 4NE,SW1P 3AU,505,1
1/2/2013 5:01,346,SE26 5HB,CR7 8LE,450,1
1/2/2013 5:04,27,SW11 5RD,SW1V 4QQ,415,1
1/2/2013 5:07,338,W1U 2QU,SW1P 3AU,470,1
1/2/2013 5:08,22,NW1 1BX,NW5 2QH,405,1
1/2/2013 5:18,310,N5 1EA,N17 6QA,505,1
1/2/2013 5:21,207,WC2E 7LJ,SW1P 3AU,540,1
1/2/2013 5:23,209,SW12 9HD,SW1V 4QQ,465,1
1/2/2013 5:31,70,CR0 6BR,SW18 1NN,455,1
1/2/2013 5:45,297,NW1 1BX,SW1P 3AU,450,1
1/2/2013 5:47,3,WC2H 9EP,SE1 2BN,410,1
1/2/2013 6:01,310,WC1N 3AR,SW1V 4QQ,505,1
1/2/2013 6:04,348,SE10 9NW,SE8 3JD,490,1
1/2/2013 6:20,302,SE16 5EJ,SE1 2BN,460,1
1/2/2013 6:20,69,TW10 6RN,SW18 1NN,505,1
1/2/2013 6:23,72,N1 0RW,SW1P 3AU,515,1
1/2/2013 6:36,80,N22 7AY,N17 6QA,495,1
1/2/2013 6:41,349,KT6 4AG,SW18 1NN,560,1
1/2/2013 6:46,69,SE1 4JU,SW1P 3AU,505,1
1/2/2013 6:52,32,SE25 6EB,CR7 8LE,445,1
1/2/2013 7:00,291,EC1V 2QH,SE1 2BN,510,1
1/2/2013 7:05,364,WC2R 3LD,SW1P 3AU,515,1
1/2/2013 7:06,302,SE1 3XB,E2 0RY,460,1
1/2/2013 7:11,350,WC1E 7DH,SW1V 4QQ,510,1
1/2/2013 7:34,4,WC1R 4PF,NW5 2QH,360,1
1/2/2013 7:37,154,SE24 0NG,SW1V 4QQ,320,1
1/2/2013 7:41,297,E3 2DA,E2 0RY,450,1
1/2/2013 7:42,317,WC2N 6NE,SW1P 3AU,535,1
1/2/2013 7:42,78,TW1 3AW,W4 3PH,435,1
1/2/2013 7:45,158,SE1 2LN,E2 0RY,380,1
1/2/2013 7:48,168,EC2M 7QN,E2 0RY,485,1
1/2/2013 7:58,308,KT1 3DS,KT2 5AU,485,1
1/2/2013 7:59,13,E1W 2NE,SE8 3JD,410,1
1/2/2013 8:03,302,WC2H 9EP,SW1V 4QQ,460,1
1/2/2013 8:06,66,N1 2NA,E2 0RY,395,1
1/2/2013 8:07,195,E1 7RQ,SW1P 3AU,480,1
1/2/2013 8:07,301,N16 8RY,NW5 2QH,510,1
1/2/2013 8:11,222,N5 2LL,E2 0RY,455,1
1/2/2013 8:15,337,W1T 5DU,NW5 2QH,520,1
1/2/2013 8:18,198,W4 5TF,W4 3PH,450,1
1/2/2013 8:21,160,E1 4TP,E2 0RY,440,1
1/2/2013 8:21,316,E9 7HJ,SE1 2BN,465,1
1/2/2013 8:34,156,NW5 2QH,NW5 2QH,360,1
1/2/2013 8:45,312,SE22 0RR,SW12 9HD,565,1
1/2/2013 8:50,296,EC1V 4PH,SE1 2BN,540,1
1/2/2013 8:58,208,E14 4PH,E2 0RY,490,1
1/2/2013 9:02,30,E1 4AA,E2 0RY,385,1
1/2/2013 9:04,24,NW1 4EA,SW1V 4QQ,465,1
1/2/2013 9:07,317,W1T 4LZ,NW5 2QH,535,1
1/2/2013 9:09,71,N1 7LB,E2 0RY,565,1
1/2/2013 9:09,176,N16 8RY,N17 6QA,465,1
1/2/2013 9:20,317,W1D 5BE,SW1V 4QQ,535,1
1/2/2013 9:35,149,SE25 6EB,CR7 8LE,450,1
1/2/2013 9:38,353,E13 0AD,E7 8NW,545,1
1/2/2013 9:47,146,EC2A 3PE,SE1 2BN,340,1
1/2/2013 9:58,366,NW1 0JH,NW5 2QH,535,1
1/2/2013 9:58,366,NW1 0JH,NW5 2QH,535,1
1/2/2013 10:02,19,NW3 1HE,W10 6HQ,435,1
1/2/2013 10:03,318,E14 8EZ,E2 0RY,485,1
1/2/2013 10:07,14,W1D 5BH,NW5 2QH,360,1
1/2/2013 10:11,348,W1F 9QP,NW5 2QH,490,1
1/2/2013 10:11,55,W1T 1UT,SW1P 3AU,540,1
1/2/2013 10:30,168,SE1 8HA,SW1V 4QQ,485,1
1/2/2013 10:34,317,EC4A 3JB,SE1 2BN,535,1
1/2/2013 10:37,211,EC3M 7HR,E2 0RY,505,1
1/2/2013 10:38,207,WC2E 8BT,SW1P 3AU,540,1
1/2/2013 10:40,308,SW4 7SQ,SW12 9HD,485,1
1/2/2013 10:45,291,SE26 5QF,CR7 8LE,510,1
1/2/2013 10:45,357,WC2E 7DN,SW1V 4QQ,605,1
1/2/2013 10:49,293,W1K 4PU,SW1V 4QQ,530,1
1/2/2013 10:50,292,E2 9LY,SE1 2BN,460,1
1/2/2013 10:52,301,KT1 3DS,W4 3PH,510,1
1/2/2013 11:08,8,N1 2TB,E2 0RY,440,1
1/2/2013 11:22,79,SE25 5EU,CR7 8LE,545,1
1/2/2013 11:28,346,SW1A 2DD,SW1V 4QQ,450,1
1/2/2013 11:33,213,W1G 0PP,SW1V 4QQ,525,1
1/2/2013 11:36,79,WC1H 8BS,SW1V 4QQ,545,1
1/2/2013 11:36,207,N7 9EF,NW5 2QH,540,1
1/2/2013 11:51,19,N4 2DE,NW5 2QH,435,1
1/2/2013 11:53,167,SW1W 8EZ,SW18 1NN,535,1
1/2/2013 12:01,152,EC2A 4RD,SE1 2BN,460,1
1/2/2013 12:01,153,WC2R 3LD,SW1P 3AU,370,1
1/2/2013 12:14,15,EC3A 8EP,E2 0RY,470,1
1/2/2013 12:15,207,W1S 2AT,NW5 2QH,540,1
1/2/2013 12:15,350,E1 8AZ,SW1P 3AU,510,1
1/2/2013 12:32,200,SW1W 8BU,SW1V 4QQ,510,1
1/2/2013 12:33,293,N1 3PB,NW5 2QH,530,1
1/2/2013 12:35,216,WC2H 9EW,SW1V 4QQ,535,1
1/2/2013 12:44,64,WC2H 0EA,SW1V 4QQ,470,1
1/2/2013 12:44,61,WC1B 5BP,SW1P 3AU,460,1
1/2/2013 12:56,207,SE1 1NA,SW1P 3AU,540,1
1/2/2013 13:05,61,EC2M 7QN,E2 0RY,460,1
1/2/2013 13:09,293,SE20 7EU,CR7 8LE,530,1
1/2/2013 13:12,163,N2 0NW,N3 1DH,455,1
1/2/2013 13:23,365,SW4 0JL,SW18 1NN,585,1
1/2/2013 13:24,300,W4 5LF,W4 3PH,440,1
1/2/2013 13:28,347,SE16 4NB,SE1 2BN,540,1
1/2/2013 13:29,165,W1W 8QG,SW1V 4QQ,475,1
1/2/2013 13:32,312,W12 9ER,SW18 1NN,565,1
1/2/2013 13:33,168,W1F 8SR,SW1P 3AU,485,1
1/2/2013 13:43,354,SE17 2DN,SW1V 4QQ,495,1
1/2/2013 13:50,356,W1B 5PX,NW5 2QH,535,1
1/2/2013 13:53,362,WC1X 8PN,SE1 2BN,475,1
1/2/2013 13:57,365,E15 4PT,SE8 3JD,585,1
1/2/2013 14:22,209,E12 6PH,E2 0RY,465,1
1/2/2013 14:26,193,E2 0JD,E2 0RY,440,1
1/2/2013 14:28,56,SW2 1HE,SW18 1NN,490,1
1/2/2013 14:30,7,NW5 2QH,NW5 2QH,490,1
1/2/2013 14:54,317,N19 5DF,N17 6QA,535,1
1/2/2013 15:02,55,SE27 9ND,SW12 9HD,540,1
1/2/2013 15:03,174,E1 7LS,E2 0RY,405,1
1/2/2013 15:03,11,W1G 8PJ,NW5 2QH,390,1
1/2/2013 15:08,56,WC2N 6NE,SE1 2BN,490,1
1/2/2013 15:13,361,W1K 5RE,SW1P 3AU,525,1
1/2/2013 15:14,355,SE10 9PD,E2 0RY,585,1
1/2/2013 15:18,302,WC1B 3BA,NW5 2QH,460,1
1/2/2013 15:27,296,SE1 1HR,SE1 2BN,540,1
1/2/2013 15:27,317,W1F 9SF,SW1V 4QQ,535,1
1/2/2013 15:31,19,EC1N 6SJ,SE1 2BN,435,1
1/2/2013 15:32,219,WC1N 2PB,SW1P 3AU,485,1
1/2/2013 15:42,215,NW1 4BX,SW1V 4QQ,585,1
1/2/2013 15:42,15,WC2H 9EB,SE1 2BN,470,1
1/2/2013 15:50,301,E1 4TP,E2 0RY,510,1
1/2/2013 16:04,316,EC4V 4EG,SW1P 3AU,465,1
1/2/2013 16:08,195,EC1N 7TR,SE1 2BN,480,1
1/2/2013 16:14,164,NW8 8EP,NW5 2QH,405,1
1/2/2013 16:21,297,SE11 6HS,SE1 2BN,450,1
1/2/2013 16:22,70,W1D 7HS,NW5 2QH,455,1
1/2/2013 16:37,197,N1 0AX,SW1P 3AU,500,1
1/2/2013 16:39,215,SE8 3NT,SE1 2BN,585,1
1/2/2013 16:49,32,SW4 7EX,SW1V 4QQ,445,1
1/2/2013 16:54,304,EC1M 6DR,SW1P 3AU,520,1
1/2/2013 17:01,344,EC4V 2BA,E2 0RY,590,1
1/2/2013 17:04,307,SE8 3JD,E2 0RY,535,1
